scenario,time,body_x,body_y,body_z,velocity_x,velocity_y,velocity_z,projected_com_x,projected_com_z,predicted_com_x,predicted_com_z,left_x,left_y,left_z,left_phase,left_load,right_x,right_y,right_z,right_phase,right_load,support_x,support_z,balance_error,recovery_urgency,fallen,desired_x,desired_z,actual_displacement
walk,0,0,0,-0.000237428,0,0,-0.0142457,5.808e-05,-0.000134004,5.808e-05,-0.00355296,-0.12,0,0,1,0.380952,0.12,0,0,0,0.619048,0.0285714,0,0.0285137,0,0,-0,-1,0.000237428
walk,0.0166667,0,0,-0.000699444,0,0,-0.027721,0.000227824,-0.000402342,0.000227824,-0.00705538,-0.12,0,0,1,0.261905,0.12,0,0,0,0.738095,0.0571429,0,0.0569165,0,0,-0,-1,0.000462017
walk,0.0333333,0,0,-0.00138823,0,0,-0.041327,0.000558238,-0.00081316,0.000558238,-0.0107316,-0.12,0,0,1,0.142857,0.12,0,0,0,0.857143,0.0857143,0,0.0851599,0,0,-0,-1,0.000688784
walk,0.05,0,0,-0.00232072,0,0,-0.0559496,0.00110532,-0.00138274,0.00110532,-0.0148107,-0.12,0,0,1,0.0238095,0.12,0,0,0,0.976191,0.114286,0,0.113189,0,0,-0,-1,0.000932494
walk,0.0666667,0,0,-0.00349879,0,0,-0.0706838,0.00184985,-0.00211909,0.00184985,-0.0190832,-0.12,0,0,2,0,0.12,0,0,0,1,0.12,0,0.118169,0,0,-0,-1,0.00117806
walk,0.0833333,0,0,-0.00491833,0,0,-0.0851724,0.00277249,-0.00302659,0.00277249,-0.023468,-0.12,0.0157714,-0.0292969,2,0,0.12,0,0,0,1,0.12,0,0.117267,0,0,-0,-1,0.00141954
walk,0.1,0,0,-0.00657532,0,0,-0.0994195,0.00385393,-0.00410914,0.00385393,-0.0279698,-0.12,0.0307317,-0.0585938,2,0,0.12,0,0,0,1,0.12,0,0.116219,0,0,-0,-1,0.00165699
walk,0.116667,0,0,-0.00846581,0,0,-0.113429,0.00507504,-0.00537019,0.00507504,-0.0325932,-0.12,0.0441117,-0.0878906,2,0,0.12,0,0,0,1,0.12,0,0.11505,0,0,-0,-1,0.00189049
walk,0.133333,0,0,-0.0105859,0,0,-0.127205,0.00641699,-0.00681269,0.00641699,-0.037342,-0.12,0.0552234,-0.117188,2,0,0.12,0,0,0,1,0.12,0,0.113787,0,0,-0,-1,0.00212009
walk,0.15,0,0,-0.0129318,0,0,-0.140752,0.00786136,-0.00843915,0.00786136,-0.0422196,-0.12,0.0634952,-0.146484,2,0,0.12,0,0,0,1,0.12,0,0.112456,0,0,-0,-1,0.00234587
walk,0.166667,0,0,-0.0154996,0,0,-0.154073,0.00939027,-0.0102515,0.00939027,-0.047229,-0.12,0.0685019,-0.175781,2,0,0.12,0,0,0,1,0.12,0,0.111084,0,0,-0,-1,0.00256788
walk,0.183333,0,0,-0.0182858,0,0,-0.167172,0.0109865,-0.0122514,0.0109865,-0.0523726,-0.12,0.069986,-0.205078,2,0,0.12,0,0,0,1,0.12,0,0.1097,0,0,-0,-1,0.00278619
walk,0.2,0,0,-0.0212867,0,0,-0.180052,0.0126334,-0.0144397,0.0126334,-0.0576522,-0.12,0.0678712,-0.234375,2,0,0.12,0,0,0,1,0.12,0,0.108333,0,0,-0,-1,0.00300087
walk,0.216667,0,0,-0.0244987,0,0,-0.192718,0.0143153,-0.0168172,0.0143153,-0.0630695,-0.12,0.0622661,-0.263672,2,0,0.12,0,0,0,1,0.12,0,0.107014,0,0,-0,-1,0.00321196
walk,0.233333,0,0,-0.0279182,0,0,-0.205173,0.0160173,-0.0193838,0.0160173,-0.0686252,-0.12,0.0534591,-0.292969,2,0,0.12,0,0,0,1,0.12,0,0.105774,0,0,-0,-1,0.00341954
walk,0.25,0,0,-0.0315419,0,0,-0.21742,0.0177253,-0.0221394,0.0177253,-0.0743201,-0.12,0.0419031,-0.322266,2,0,0.12,0,0,0,1,0.12,0,0.104644,0,0,-0,-1,0.00362366
walk,0.266667,0,0,-0.0353663,0,0,-0.229463,0.0194262,-0.0250832,0.0194262,-0.0801542,-0.12,0.0281923,-0.351563,2,0,0.12,0,0,0,1,0.12,0,0.103655,0,0,-0,-1,0.00382438
walk,0.283333,0,0,-0.039388,0,0,-0.241305,0.0211079,-0.028214,0.0211079,-0.0861272,-0.12,0.0130316,-0.380859,2,0,0.12,0,0,0,1,0.12,0,0.102838,0,0,-0,-1,0.00402175
walk,0.3,0,0,-0.0436038,0,0,-0.25295,0.0227593,-0.0315305,0.0227593,-0.0922384,-0.12,0,-0.405,3,0,0.12,0,0,0,1,0.12,0,0.102225,0,0,-0,-1,0.00421583
walk,0.316667,0,0,-0.0480105,0,0,-0.264401,0.0243703,-0.0350306,0.0243703,-0.0984868,-0.12,0,-0.405,4,0,0.12,0,0,0,1,0.12,0,0.101844,0,0,-0,-1,0.00440668
walk,0.333333,0,0,-0.0526049,0,0,-0.275661,0.0258911,-0.0387679,0.0258911,-0.104926,-0.12,0,-0.405,4,0.0833333,0.12,0,0,0,0.916667,0.1,-0.03375,0.0742786,0,0,-0,-1,0.00459435
walk,0.35,0,0,-0.0573837,0,0,-0.286733,0.0272761,-0.042791,0.0272761,-0.111607,-0.12,0,-0.405,4,0.166667,0.12,0,0,0,0.833333,0.08,-0.0675,0.0582266,0,0,-0,-1,0.00477888
walk,0.366667,0,0,-0.0623441,0,0,-0.297621,0.028484,-0.0471441,0.028484,-0.118573,-0.12,0,-0.405,4,0.25,0.12,0,0,0,0.75,0.06,-0.10125,0.0626156,0,0,-0,-1,0.00496035
walk,0.383333,0,0,-0.0674829,0,0,-0.308327,0.0294776,-0.0518667,0.0294776,-0.125865,-0.12,0,-0.405,4,0.333333,0.12,0,0,0,0.666667,0.04,-0.135,0.0837966,0,0,-0,-1,0.00513879
walk,0.4,0,0,-0.0727971,0,0,-0.318855,0.0302238,-0.0569938,0.0302238,-0.133519,-0.12,0,-0.405,4,0.416667,0.12,0,0,0,0.583333,0.02,-0.16875,0.112223,0,0,-0,-1,0.00531425
walk,0.416667,0,0,-0.0782839,0,0,-0.329207,0.0306939,-0.0625558,0.0306939,-0.141566,-0.12,0,-0.405,0,0.5,0.12,0,0,0,0.5,0,-0.2025,0.143271,0,0,-0,-1,0.00548679
walk,0.433333,0,0,-0.0839404,0,0,-0.339387,0.0309038,-0.0685231,0.0309038,-0.149976,-0.12,0,-0.405,0,0.5,0.12,0,0,0,0.5,0,-0.2025,0.137495,0,0,-0,-1,0.00565646
walk,0.45,0,0,-0.0897637,0,0,-0.349398,0.03087,-0.0748662,0.03087,-0.158722,-0.12,0,-0.405,0,0.5,0.12,0,0,0,0.5,0,-0.2025,0.131314,0,0,-0,-1,0.00582329
walk,0.466667,0,0,-0.095751,0,0,-0.359241,0.03061,-0.0815556,0.03061,-0.167773,-0.12,0,-0.405,0,0.5,0.12,0,0,0,0.5,0,-0.2025,0.124758,0,0,-0,-1,0.00598735
walk,0.483333,0,0,-0.101876,0,0,-0.367499,0.0300833,-0.0886282,0.0300833,-0.176828,-0.12,0,-0.405,0,0.619048,0.12,0,0,1,0.380952,-0.0285714,-0.250714,0.172373,0,0,-0,-1,0.00612499
walk,0.5,0,0,-0.108127,0,0,-0.375087,0.0292546,-0.0961232,0.0292546,-0.186144,-0.12,0,-0.405,0,0.738095,0.12,0,0,1,0.261905,-0.0571429,-0.298929,0.220442,0,0,-0,-1,0.00625145
walk,0.516667,-5.43322e-05,0,-0.114628,-0.00325993,0,-0.390021,0.0280386,-0.104201,0.0272563,-0.197806,-0.12,0,-0.405,0,0.857143,0.12,0,0,1,0.142857,-0.0857143,-0.347143,0.268255,0,0,-0,-1,0.00650058
walk,0.533333,-0.000295988,0,-0.121658,-0.0144994,0,-0.421802,0.0262648,-0.113185,0.022785,-0.214417,-0.12,0,-0.405,0,0.976191,0.12,0,0,1,0.0238095,-0.114286,-0.395357,0.315239,0.00733013,0,-0,-1,0.00703418
walk,0.55,-0.00070483,0,-0.129175,-0.0245305,0,-0.451037,0.023991,-0.122982,0.0181036,-0.23123,-0.12,0,-0.405,0,1,0.12,0,0,2,0,-0.12,-0.405,0.316651,0.0343243,0,-0,-1,0.00752839
walk,0.566667,-0.0012584,0,-0.137128,-0.0332141,0,-0.477155,0.0212775,-0.133491,0.0133061,-0.248008,-0.12,0,-0.405,0,1,0.12,0.0165317,-0.0369955,2,0,-0.12,-0.405,0.306066,0.0534306,0,-0,-1,0.00797182
walk,0.583333,-0.00193214,0,-0.145461,-0.0404244,0,-0.499971,0.0181866,-0.144611,0.00848469,-0.264604,-0.12,0,-0.405,0,1,0.12,0.0323308,-0.0740961,2,0,-0.12,-0.405,0.294785,0.0605389,0,-0,-1,0.00836004
walk,0.6,-0.00269962,0,-0.154116,-0.0460488,0,-0.519352,0.014782,-0.156237,0.00373024,-0.280882,-0.12,0,-0.405,0,1,0.12,0.0463099,-0.111187,2,0,-0.12,-0.405,0.282929,0.0598503,0,-0,-1,0.00868983
walk,0.616667,-0.00353274,0,-0.163037,-0.0499874,0,-0.535219,0.0111282,-0.168266,-0.000868756,-0.296719,-0.12,0,-0.405,0,1,0.12,0.0577074,-0.148233,2,0,-0.12,-0.405,0.270624,0.0568519,0,-0,-1,0.00895914
walk,0.633333,-0.00440195,0,-0.172162,-0.0521523,0,-0.547537,0.00729034,-0.180594,-0.0052262,-0.312003,-0.12,0,-0.405,0,1,0.12,0.0659373,-0.185223,2,0,-0.12,-0.405,0.257994,0.0530618,0,-0,-1,0.00916692
walk,0.65,-0.00527639,0,-0.181434,-0.0524663,0,-0.556313,0.0033333,-0.193119,-0.00925862,-0.326634,-0.12,0,-0.405,0,1,0.12,0.0706124,-0.22216,2,0,-0.12,-0.405,0.245163,0.0495243,0,-0,-1,0.00931303
walk,0.666667,-0.00613625,0,-0.190815,-0.0515919,0,-0.562846,-0.000690481,-0.205763,-0.0130725,-0.340846,-0.12,0,-0.405,0,1,0.12,0.0715118,-0.25905,2,0,-0.12,-0.405,0.232229,0.0462227,0,-0,-1,0.0094201
walk,0.683333,-0.00698178,0,-0.200303,-0.050732,0,-0.569262,-0.00475034,-0.218487,-0.016926,-0.35511,-0.12,0,-0.405,0,1,0.12,0.0686138,-0.295894,2,0,-0.12,-0.405,0.219248,0.0431412,0,-0,-1,0.0095253
walk,0.7,-0.00781323,0,-0.209895,-0.0498865,0,-0.575561,-0.00881741,-0.231252,-0.0207902,-0.369387,-0.12,0,-0.405,0,1,0.12,0.0620955,-0.332696,2,0,-0.12,-0.405,0.206276,0.0402651,0,-0,-1,0.00962866
walk,0.716667,-0.00863081,0,-0.219591,-0.0490551,0,-0.581748,-0.0128647,-0.244024,-0.0246379,-0.383644,-0.12,0,-0.405,0,1,0.12,0.0523213,-0.369459,2,0,-0.12,-0.405,0.193368,0.0375808,0,-0,-1,0.00973021
walk,0.733333,-0.00943477,0,-0.229388,-0.0482375,0,-0.587824,-0.0168673,-0.256771,-0.0284443,-0.397849,-0.12,0,-0.405,0,1,0.12,0.0398222,-0.406186,2,0,-0.12,-0.405,0.180577,0.0350754,0,-0,-1,0.00983
walk,0.75,-0.0102253,0,-0.239285,-0.0474335,0,-0.593792,-0.0208021,-0.269464,-0.0321862,-0.411974,-0.12,0,-0.405,0,1,0.12,0.0252678,-0.442878,2,0,-0.12,-0.405,0.167959,0.032737,0,-0,-1,0.00992806
walk,0.766667,-0.0110027,0,-0.249279,-0.0466429,0,-0.599654,-0.0246483,-0.282077,-0.0358427,-0.425994,-0.12,0,-0.405,0,1,0.12,0.0094299,-0.479539,2,0,-0.12,-0.405,0.15557,0.0305546,0,-0,-1,0.0100244
walk,0.783333,-0.0117671,0,-0.259369,-0.0458656,0,-0.605412,-0.0283871,-0.294586,-0.0393948,-0.439885,-0.12,0,-0.405,0,1,0.12,0,-0.500751,3,0,-0.12,-0.405,0.143472,0.0285176,0,-0,-1,0.0101191
walk,0.8,-0.0125188,0,-0.269554,-0.0451011,0,-0.611068,-0.0320015,-0.306972,-0.0428258,-0.453628,-0.12,0,-0.405,0,1,0.12,0,-0.500751,4,0,-0.12,-0.405,0.131732,0.0266164,0,-0,-1,0.0102122
walk,0.816667,-0.013258,0,-0.279831,-0.0443495,0,-0.616625,-0.0354363,-0.319228,-0.0460802,-0.467218,-0.12,0,-0.405,0,0.916667,0.12,0,-0.500751,4,0.0833333,-0.1,-0.412979,0.113832,0.024842,0,-0,-1,0.0103036
walk,0.833333,-0.0139848,0,-0.290199,-0.0436103,0,-0.622084,-0.0386412,-0.331353,-0.0491077,-0.480653,-0.12,0,-0.405,0,0.833333,0.12,0,-0.500751,4,0.166667,-0.08,-0.420959,0.0986899,0.0231859,0,-0,-1,0.0103935
walk,0.85,-0.0146995,0,-0.300656,-0.0428835,0,-0.627448,-0.0415712,-0.343344,-0.0518632,-0.493932,-0.12,0,-0.405,0,0.75,0.12,0,-0.500751,4,0.25,-0.06,-0.428938,0.0875548,0.0216401,0,-0,-1,0.0104819
walk,0.866667,-0.0154024,0,-0.311202,-0.0421687,0,-0.632717,-0.0441864,-0.355202,-0.0543069,-0.507055,-0.12,0,-0.405,0,0.666667,0.12,0,-0.500751,4,0.333333,-0.04,-0.436917,0.0818218,0.0201975,0,-0,-1,0.0105687
walk,0.883333,-0.0160935,0,-0.321833,-0.0414659,0,-0.637895,-0.0464521,-0.366928,-0.0564039,-0.520023,-0.12,0,-0.405,0,0.583333,0.12,0,-0.500751,4,0.416667,-0.02,-0.444896,0.0823332,0.018851,0,-0,-1,0.010654
walk,0.9,-0.016773,0,-0.33255,-0.0407748,0,-0.642983,-0.0483383,-0.378524,-0.0581243,-0.53284,-0.12,0,-0.405,0,0.5,0.12,0,-0.500751,0,0.5,0,-0.452875,0.0886834,0.0175942,0,-0,-1,0.0107379
walk,0.916667,-0.0174413,0,-0.343349,-0.0400952,0,-0.647983,-0.0498609,-0.389981,-0.0594838,-0.545496,-0.12,0,-0.405,0,0.5,0.12,0,-0.500751,0,0.5,0,-0.452875,0.0802613,0.0164213,0,-0,-1,0.0108204
walk,0.933333,-0.0180984,0,-0.354231,-0.039427,0,-0.652896,-0.0510369,-0.40129,-0.0604994,-0.557985,-0.12,0,-0.405,0,0.5,0.12,0,-0.500751,0,0.5,0,-0.452875,0.0725659,0.0153265,0,-0,-1,0.0109014
walk,0.95,-0.0187446,0,-0.365193,-0.0387699,0,-0.657724,-0.051885,-0.412447,-0.0611897,-0.570301,-0.12,0,-0.405,0,0.5,0.12,0,-0.500751,0,0.5,0,-0.452875,0.0657761,0.0143048,0,-0,-1,0.0109811
walk,0.966667,-0.01938,0,-0.37621,-0.0381237,0,-0.661044,-0.0523665,-0.423453,-0.0615162,-0.582104,-0.12,0,-0.405,1,0.380952,0.12,0,-0.500751,0,0.619048,0.0285714,-0.464274,0.0906494,0.0133511,0,-0,-1,0.0110357
walk,0.983333,-0.0200048,0,-0.387273,-0.0374883,0,-0.663772,-0.0524484,-0.434318,-0.0614456,-0.593623,-0.12,0,-0.405,1,0.261905,0.12,0,-0.500751,0,0.738095,0.0571429,-0.475673,0.117135,0.012461,0,-0,-1,0.0110805
walk,1,-0.0206192,0,-0.398387,-0.0368635,0,-0.666808,-0.0521029,-0.445058,-0.0609501,-0.605092,-0.12,0,-0.405,1,0.142857,0.12,0,-0.500751,0,0.857143,0.0857143,-0.487072,0.144079,0.0116303,0,-0,-1,0.0111304
walk,1.01667,-0.0212233,0,-0.409571,-0.0362491,0,-0.671038,-0.0512953,-0.455706,-0.0599951,-0.616755,-0.12,0,-0.405,1,0.0238095,0.12,0,-0.500751,0,0.976191,0.114286,-0.498471,0.171014,0.0108549,0,-0,-1,0.0112003
walk,1.03333,-0.0218174,0,-0.42083,-0.035645,0,-0.675552,-0.0500667,-0.46626,-0.0586215,-0.628392,-0.12,0,-0.405,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.173529,0.0105838,0,-0,-1,0.0112749
walk,1.05,-0.0224016,0,-0.432163,-0.0350509,0,-0.680002,-0.0484583,-0.476717,-0.0568705,-0.639918,-0.121417,0.0159669,-0.431562,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.170164,0.0139488,0,-0,-1,0.0113484
walk,1.06667,-0.022976,0,-0.44357,-0.0344667,0,-0.684391,-0.0465111,-0.487077,-0.0547831,-0.651331,-0.122836,0.0312048,-0.458174,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.167072,0.0187327,0,-0,-1,0.011421
walk,1.08333,-0.0235409,0,-0.455048,-0.0338923,0,-0.688726,-0.0442656,-0.49734,-0.0523998,-0.662634,-0.124258,0.0449394,-0.484849,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.164301,0.0247353,0,-0,-1,0.0114927
walk,1.1,-0.0240963,0,-0.466599,-0.0333274,0,-0.693009,-0.0417621,-0.507507,-0.0497606,-0.673829,-0.125685,0.0564493,-0.511599,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.161903,0.0318065,0,-0,-1,0.0115635
walk,1.11667,-0.0246425,0,-0.478219,-0.0327719,0,-0.697245,-0.0390394,-0.517579,-0.0469047,-0.684918,-0.127116,0.0651038,-0.538434,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.159927,0.0398344,0,-0,-1,0.0116336
walk,1.13333,-0.0251796,0,-0.48991,-0.0322257,0,-0.701437,-0.0361356,-0.52756,-0.0438698,-0.695905,-0.128552,0.0703983,-0.565364,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.15842,0.0487359,0,-0,-1,0.0117029
walk,1.15,-0.0257078,0,-0.50167,-0.0316886,0,-0.705588,-0.0330872,-0.537453,-0.0406925,-0.706794,-0.129994,0.0719843,-0.592398,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.157425,0.0584494,0,-0,-1,0.0117717
walk,1.16667,-0.0262271,0,-0.513498,-0.0311605,0,-0.709702,-0.0299295,-0.547262,-0.037408,-0.717591,-0.131442,0.0696945,-0.619547,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.156978,0.0689288,0,-0,-1,0.0118398
walk,1.18333,-0.0267378,0,-0.525394,-0.0306412,0,-0.713781,-0.0266957,-0.556993,-0.0340495,-0.728301,-0.132896,0.0635595,-0.646817,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.157108,0.080139,0,-0,-1,0.0119073
walk,1.2,-0.02724,0,-0.537358,-0.0301305,0,-0.717827,-0.0234175,-0.566652,-0.0306488,-0.73893,-0.134357,0.0538153,-0.67422,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.157834,0.0920521,0,-0,-1,0.0119743
walk,1.21667,-0.0277338,0,-0.549389,-0.0296283,0,-0.721844,-0.0201247,-0.576243,-0.0272355,-0.749485,-0.135826,0.0409015,-0.701763,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.159166,0.104645,0,-0,-1,0.0120409
walk,1.23333,-0.0282194,0,-0.561486,-0.0291345,0,-0.725834,-0.0168449,-0.585774,-0.0238372,-0.759974,-0.137303,0.0254485,-0.729456,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.161107,0.117898,0,-0,-1,0.012107
walk,1.25,-0.0286968,0,-0.57365,-0.0286489,0,-0.729799,-0.0136038,-0.595251,-0.0204796,-0.770402,-0.138788,0.00825391,-0.757307,2,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.163647,0.131793,0,-0,-1,0.0121727
walk,1.26667,-0.0291664,0,-0.585879,-0.0281714,0,-0.733741,-0.010425,-0.604681,-0.0171861,-0.780779,-0.139475,0,-0.770193,3,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.16677,0.146311,0,-0,-1,0.012238
walk,1.28333,-0.0296281,0,-0.598173,-0.0277019,0,-0.737663,-0.00732962,-0.614072,-0.0139781,-0.791111,-0.139475,0,-0.770193,4,0,0.12,0,-0.500751,0,1,0.12,-0.500751,0.170454,0.161434,0,-0,-1,0.012303
walk,1.3,-0.0300821,0,-0.610532,-0.0272402,0,-0.741567,-0.00438098,-0.623468,-0.0109186,-0.801444,-0.139475,0,-0.770193,4,0.0833333,0.12,0,-0.500751,0,0.916667,0.0983771,-0.523205,0.143569,0.177144,0,-0,-1,0.0123678
walk,1.31667,-0.0305285,0,-0.622956,-0.0267862,0,-0.745409,-0.0016366,-0.63291,-0.00806529,-0.811808,-0.139475,0,-0.770193,4,0.166667,0.12,0,-0.500751,0,0.833333,0.0767541,-0.545658,0.117294,0.178239,0,-0,-1,0.0124315
walk,1.33333,-0.0309675,0,-0.635442,-0.0263398,0,-0.749178,0.00085156,-0.642435,-0.00546998,-0.822238,-0.139475,0,-0.770193,4,0.25,0.12,0,-0.500751,0,0.75,0.0551312,-0.568111,0.0920343,0.175255,0,-0,-1,0.012494
walk,1.35,-0.0313992,0,-0.64799,-0.0259008,0,-0.752849,0.00303714,-0.65208,-0.00317905,-0.832763,-0.139475,0,-0.770193,4,0.333333,0.12,0,-0.500751,0,0.666667,0.0335082,-0.590565,0.0686481,0.163571,0,-0,-1,0.0125549
walk,1.36667,-0.0318237,0,-0.660597,-0.0254691,0,-0.756426,0.00487934,-0.661875,-0.00123325,-0.843417,-0.139475,0,-0.770193,4,0.416667,0.12,0,-0.500751,0,0.583333,0.0118853,-0.613019,0.0493559,0.152667,0,-0,-1,0.0126142
walk,1.38333,-0.0322411,0,-0.673262,-0.0250446,0,-0.759913,0.00634279,-0.671849,0.000332089,-0.854228,-0.139475,0,-0.770193,0,0.5,0.12,0,-0.500751,0,0.5,-0.00973766,-0.635472,0.0397727,0.142489,0,-0,-1,0.0126721
walk,1.4,-0.0326515,0,-0.685984,-0.0246272,0,-0.763313,0.00744139,-0.681991,0.00153086,-0.865186,-0.139475,0,-0.770193,0,0.5,0.12,0,-0.500751,0,0.5,-0.00973766,-0.635472,0.04959,0.13299,0,-0,-1,0.0127285
walk,1.41667,-0.0330551,0,-0.698761,-0.0242167,0,-0.76663,0.00819075,-0.69229,0.00237874,-0.876282,-0.139475,0,-0.770193,0,0.5,0.12,0,-0.500751,0,0.5,-0.00973766,-0.635472,0.0595798,0.124124,0,-0,-1,0.0127835
walk,1.43333,-0.033452,0,-0.711568,-0.0238131,0,-0.768415,0.0085453,-0.702774,0.00283015,-0.887193,-0.139475,0,-0.770193,0,0.619048,0.12,0,-0.500751,1,0.380952,-0.0406276,-0.667548,0.0604879,0.115849,0,-0,-1,0.0128131
walk,1.45,-0.0338423,0,-0.724395,-0.0234162,0,-0.769605,0.00846558,-0.713473,0.00284568,-0.898178,-0.139475,0,-0.770193,0,0.738095,0.12,0,-0.500751,1,0.261905,-0.0715175,-0.699625,0.0811731,0.108125,0,-0,-1,0.0128327
walk,1.46667,-0.0342261,0,-0.737247,-0.023026,0,-0.771118,0.00791813,-0.724424,0.0023919,-0.909493,-0.139475,0,-0.770193,0,0.857143,0.12,0,-0.500751,1,0.142857,-0.102407,-0.731701,0.110565,0.100917,0,-0,-1,0.0128577
walk,1.48333,-0.0346034,0,-0.750144,-0.0226422,0,-0.773853,0.00686276,-0.735679,0.00142863,-0.921404,-0.139475,0,-0.770193,0,0.976191,0.12,0,-0.500751,1,0.0238095,-0.133297,-0.763778,0.142949,0.0941893,0,-0,-1,0.0129031
walk,1.5,-0.0349745,0,-0.763092,-0.0222648,0,-0.776886,0.00534109,-0.747211,-2.468e-06,-0.933664,-0.139475,0,-0.770193,0,1,0.12,0,-0.500751,2,0,-0.139475,-0.770193,0.146629,0.08791,0,-0,-1,0.0129534
walk,1.51667,-0.0353394,0,-0.77609,-0.0218938,0,-0.779851,0.00339531,-0.758994,-0.0018592,-0.946159,-0.139475,0,-0.770193,0,1,0.119172,0.0169522,-0.535521,2,0,-0.139475,-0.770193,0.143309,0.0820493,0,-0,-1,0.0130026
walk,1.53333,-0.0356982,0,-0.789136,-0.0215289,0,-0.782753,0.00106778,-0.771,-0.00409914,-0.958861,-0.139475,0,-0.770193,0,1,0.118346,0.0328788,-0.570231,2,0,-0.139475,-0.770193,0.140545,0.0777076,0,-0,-1,0.0130508
walk,1.55,-0.0360511,0,-0.802229,-0.0211701,0,-0.785599,-0.00159922,-0.783201,-0.00668003,-0.971745,-0.139475,0,-0.770193,0,1,0.117521,0.0469639,-0.604901,2,0,-0.139475,-0.770193,0.138488,0.0748686,0,-0,-1,0.0130981
walk,1.56667,-0.036398,0,-0.815369,-0.0208172,0,-0.788393,-0.00456386,-0.795572,-0.00955999,-0.984786,-0.139475,0,-0.770193,0,1,0.116696,0.0584877,-0.639551,2,0,-0.139475,-0.770193,0.137278,0.0734999,0,-0,-1,0.0131445
walk,1.58333,-0.0367392,0,-0.828554,-0.0204703,0,-0.791141,-0.00778496,-0.808087,-0.0126978,-0.997961,-0.139475,0,-0.770193,0,1,0.115871,0.0668633,-0.674205,2,0,-0.139475,-0.770193,0.137034,0.073732,0,-0,-1,0.0131901
walk,1.6,-0.0370747,0,-0.841785,-0.0201291,0,-0.793857,-0.0112223,-0.820723,-0.0160533,-1.01125,-0.139475,0,-0.770193,0,1,0.115044,0.0717585,-0.708926,2,0,-0.139475,-0.770193,0.137848,0.0785148,0,-0,-1,0.0132352
walk,1.61667,-0.0374046,0,-0.855061,-0.0197936,0,-0.796554,-0.0148368,-0.833456,-0.0195873,-1.02463,-0.139475,0,-0.770193,0,1,0.114215,0.072868,-0.743767,2,0,-0.139475,-0.770193,0.139775,0.0870736,0,-0,-1,0.01328
walk,1.63333,-0.037729,0,-0.868382,-0.0194637,0,-0.799241,-0.0185909,-0.846264,-0.0232622,-1.03808,-0.139475,0,-0.770193,0,1,0.113381,0.070034,-0.778774,2,0,-0.139475,-0.770193,0.142828,0.0987922,0,-0,-1,0.0133246
walk,1.65,-0.038048,0,-0.881747,-0.0191393,0,-0.801927,-0.0224483,-0.859127,-0.0270417,-1.05159,-0.139475,0,-0.770193,0,1,0.112543,0.0632738,-0.813987,2,0,-0.139475,-0.770193,0.146985,0.113176,0,-0,-1,0.0133693
walk,1.66667,-0.0383616,0,-0.895158,-0.0188203,0,-0.804617,-0.0263747,-0.872026,-0.0308916,-1.06513,-0.139475,0,-0.770193,0,1,0.111699,0.0528011,-0.849441,2,0,-0.139475,-0.770193,0.15219,0.129823,0,-0,-1,0.013414
walk,1.68333,-0.0386701,0,-0.908613,-0.0185067,0,-0.807319,-0.0303375,-0.884943,-0.0347791,-1.0787,-0.139475,0,-0.770193,0,1,0.110848,0.0390385,-0.885168,2,0,-0.139475,-0.770193,0.158362,0.148406,0,-0,-1,0.0134589
walk,1.7,-0.0389734,0,-0.922114,-0.0181982,0,-0.810036,-0.0343061,-0.897862,-0.0386737,-1.09227,-0.139475,0,-0.770193,0,1,0.109991,0.0226189,-0.921197,2,0,-0.139475,-0.770193,0.165408,0.16865,0,-0,-1,0.013504
walk,1.71667,-0.0392716,0,-0.93566,-0.0178949,0,-0.812773,-0.0382521,-0.910767,-0.0425469,-1.10583,-0.139475,0,-0.770193,0,1,0.109125,0.00437389,-0.957556,2,0,-0.139475,-0.770193,0.173226,0.190325,0,-0,-1,0.0135495
walk,1.73333,-0.0395649,0,-0.949252,-0.0175967,0,-0.815534,-0.042149,-0.923646,-0.0463722,-1.11937,-0.139475,0,-0.770193,0,1,0.108924,0,-0.96601,3,0,-0.139475,-0.770193,0.181715,0.213236,0,-0,-1,0.0135954
walk,1.75,-0.0398533,0,-0.962891,-0.0173034,0,-0.81832,-0.0459727,-0.936487,-0.0501255,-1.13288,-0.139475,0,-0.770193,0,1,0.108924,0,-0.96601,4,0,-0.139475,-0.770193,0.190778,0.237214,0,-0,-1,0.0136417
